Dates,Blocked,
22-08-1995 to 26-08-1995,0,
23-08-1995 to 27-08-1995,0,
24-08-1995 to 28-08-1995,0,
25-08-1995 to 29-08-1995,0,
26-08-1995 to 30-08-1995,0,
27-08-1995 to 31-08-1995,0,
28-08-1995 to 01-06-1996,0,
29-08-1995 to 02-06-1996,0,
30-08-1995 to 03-06-1996,0,
31-08-1995 to 04-06-1996,0,
01-06-1996 to 05-06-1996,0,
02-06-1996 to 06-06-1996,0,
03-06-1996 to 07-06-1996,0,
04-06-1996 to 08-06-1996,0,
05-06-1996 to 09-06-1996,1,
06-06-1996 to 10-06-1996,1,
07-06-1996 to 11-06-1996,1,
08-06-1996 to 12-06-1996,1,
09-06-1996 to 13-06-1996,1,
10-06-1996 to 14-06-1996,1,
11-06-1996 to 15-06-1996,1,
12-06-1996 to 16-06-1996,1,
13-06-1996 to 17-06-1996,0,
14-06-1996 to 18-06-1996,0,
15-06-1996 to 19-06-1996,0,
16-06-1996 to 20-06-1996,0,
17-06-1996 to 21-06-1996,0,
18-06-1996 to 22-06-1996,0,
19-06-1996 to 23-06-1996,0,
20-06-1996 to 24-06-1996,0,
22-06-1996 to 26-06-1996,0,
23-06-1996 to 27-06-1996,0,
24-06-1996 to 28-06-1996,0,
25-06-1996 to 29-06-1996,0,
26-06-1996 to 30-06-1996,0,
27-06-1996 to 01-07-1996,0,
28-06-1996 to 02-07-1996,0,
29-06-1996 to 03-07-1996,0,
30-06-1996 to 04-07-1996,0,
01-07-1996 to 05-07-1996,0,
02-07-1996 to 06-07-1996,0,
03-07-1996 to 07-07-1996,0,
04-07-1996 to 08-07-1996,0,
05-07-1996 to 09-07-1996,0,
06-07-1996 to 10-07-1996,0,
07-07-1996 to 11-07-1996,0,
08-07-1996 to 12-07-1996,0,
10-07-1996 to 14-07-1996,0,
11-07-1996 to 15-07-1996,0,
12-07-1996 to 16-07-1996,0,
13-07-1996 to 17-07-1996,0,
14-07-1996 to 18-07-1996,1,
15-07-1996 to 19-07-1996,1,
16-07-1996 to 20-07-1996,0,
17-07-1996 to 21-07-1996,0,
18-07-1996 to 22-07-1996,0,
19-07-1996 to 23-07-1996,0,
20-07-1996 to 24-07-1996,0,
21-07-1996 to 25-07-1996,0,
22-07-1996 to 26-07-1996,0,
23-07-1996 to 27-07-1996,0,
24-07-1996 to 28-07-1996,0,
25-07-1996 to 29-07-1996,0,
26-07-1996 to 30-07-1996,0,
28-07-1996 to 01-08-1996,0,
29-07-1996 to 02-08-1996,0,
30-07-1996 to 03-08-1996,0,
31-07-1996 to 04-08-1996,0,
01-08-1996 to 05-08-1996,0,
02-08-1996 to 06-08-1996,0,
03-08-1996 to 07-08-1996,0,
04-08-1996 to 08-08-1996,0,
05-08-1996 to 09-08-1996,0,
06-08-1996 to 10-08-1996,1,
07-08-1996 to 11-08-1996,1,
08-08-1996 to 12-08-1996,1,
09-08-1996 to 13-08-1996,1,
10-08-1996 to 14-08-1996,1,
11-08-1996 to 15-08-1996,0,
12-08-1996 to 16-08-1996,0,
13-08-1996 to 17-08-1996,0,
15-08-1996 to 19-08-1996,0,
16-08-1996 to 20-08-1996,0,
17-08-1996 to 21-08-1996,1,
18-08-1996 to 22-08-1996,1,
19-08-1996 to 23-08-1996,1,
20-08-1996 to 24-08-1996,1,
21-08-1996 to 25-08-1996,1,
22-08-1996 to 26-08-1996,1,
23-08-1996 to 27-08-1996,1,
24-08-1996 to 28-08-1996,1,
25-08-1996 to 29-08-1996,1,
26-08-1996 to 30-08-1996,1,
27-08-1996 to 31-08-1996,1,
28-08-1996 to 01-06-1997,0,
29-08-1996 to 02-06-1997,0,
30-08-1996 to 03-06-1997,0,
31-08-1996 to 04-06-1997,0,
01-06-1997 to 05-06-1997,0,
02-06-1997 to 06-06-1997,0,
03-06-1997 to 07-06-1997,0,
04-06-1997 to 08-06-1997,0,
05-06-1997 to 09-06-1997,0,
06-06-1997 to 10-06-1997,0,
07-06-1997 to 11-06-1997,1,
08-06-1997 to 12-06-1997,0,
09-06-1997 to 13-06-1997,0,
10-06-1997 to 14-06-1997,0,
11-06-1997 to 15-06-1997,0,
12-06-1997 to 16-06-1997,0,
13-06-1997 to 17-06-1997,0,
14-06-1997 to 18-06-1997,0,
15-06-1997 to 19-06-1997,0,
16-06-1997 to 20-06-1997,0,
18-06-1997 to 22-06-1997,0,
19-06-1997 to 23-06-1997,0,
20-06-1997 to 24-06-1997,0,
21-06-1997 to 25-06-1997,0,
22-06-1997 to 26-06-1997,0,
23-06-1997 to 27-06-1997,0,
24-06-1997 to 28-06-1997,0,
25-06-1997 to 29-06-1997,0,
26-06-1997 to 30-06-1997,0,
27-06-1997 to 01-07-1997,0,
28-06-1997 to 02-07-1997,1,
29-06-1997 to 03-07-1997,1,
30-06-1997 to 04-07-1997,1,
01-07-1997 to 05-07-1997,1,
02-07-1997 to 06-07-1997,1,
03-07-1997 to 07-07-1997,1,
04-07-1997 to 08-07-1997,0,
05-07-1997 to 09-07-1997,0,
07-07-1997 to 11-07-1997,0,
08-07-1997 to 12-07-1997,0,
09-07-1997 to 13-07-1997,1,
10-07-1997 to 14-07-1997,1,
11-07-1997 to 15-07-1997,1,
12-07-1997 to 16-07-1997,1,
13-07-1997 to 17-07-1997,1,
14-07-1997 to 18-07-1997,1,
15-07-1997 to 19-07-1997,1,
16-07-1997 to 20-07-1997,1,
17-07-1997 to 21-07-1997,1,
18-07-1997 to 22-07-1997,1,
19-07-1997 to 23-07-1997,1,
20-07-1997 to 24-07-1997,0,
21-07-1997 to 25-07-1997,0,
22-07-1997 to 26-07-1997,0,
23-07-1997 to 27-07-1997,0,
24-07-1997 to 28-07-1997,0,
26-07-1997 to 30-07-1997,0,
27-07-1997 to 31-07-1997,0,
28-07-1997 to 01-08-1997,0,
29-07-1997 to 02-08-1997,0,
30-07-1997 to 03-08-1997,0,
31-07-1997 to 04-08-1997,0,
01-08-1997 to 05-08-1997,0,
02-08-1997 to 06-08-1997,0,
03-08-1997 to 07-08-1997,0,
04-08-1997 to 08-08-1997,1,
05-08-1997 to 09-08-1997,1,
06-08-1997 to 10-08-1997,1,
07-08-1997 to 11-08-1997,1,
08-08-1997 to 12-08-1997,1,
09-08-1997 to 13-08-1997,1,
10-08-1997 to 14-08-1997,1,
11-08-1997 to 15-08-1997,1,
12-08-1997 to 16-08-1997,1,
14-08-1997 to 18-08-1997,1,
15-08-1997 to 19-08-1997,1,
16-08-1997 to 20-08-1997,1,
17-08-1997 to 21-08-1997,1,
18-08-1997 to 22-08-1997,1,
19-08-1997 to 23-08-1997,1,
20-08-1997 to 24-08-1997,1,
21-08-1997 to 25-08-1997,1,
22-08-1997 to 26-08-1997,1,
23-08-1997 to 27-08-1997,1,
24-08-1997 to 28-08-1997,1,
25-08-1997 to 29-08-1997,1,
26-08-1997 to 30-08-1997,1,
27-08-1997 to 31-08-1997,1,
01-06-1998 to 05-06-1998,0,
02-06-1998 to 06-06-1998,0,
03-06-1998 to 07-06-1998,0,
04-06-1998 to 08-06-1998,0,
05-06-1998 to 09-06-1998,0,
06-06-1998 to 10-06-1998,0,
07-06-1998 to 11-06-1998,0,
08-06-1998 to 12-06-1998,0,
09-06-1998 to 13-06-1998,0,
10-06-1998 to 14-06-1998,0,
11-06-1998 to 15-06-1998,0,
12-06-1998 to 16-06-1998,0,
14-06-1998 to 18-06-1998,0,
15-06-1998 to 19-06-1998,0,
16-06-1998 to 20-06-1998,0,
17-06-1998 to 21-06-1998,1,
18-06-1998 to 22-06-1998,0,
19-06-1998 to 23-06-1998,0,
20-06-1998 to 24-06-1998,0,
21-06-1998 to 25-06-1998,0,
22-06-1998 to 26-06-1998,0,
23-06-1998 to 27-06-1998,0,
24-06-1998 to 28-06-1998,0,
25-06-1998 to 29-06-1998,0,
26-06-1998 to 30-06-1998,0,
27-06-1998 to 01-07-1998,0,
28-06-1998 to 02-07-1998,0,
29-06-1998 to 03-07-1998,0,
30-06-1998 to 04-07-1998,0,
01-07-1998 to 05-07-1998,0,
02-07-1998 to 06-07-1998,0,
04-07-1998 to 08-07-1998,0,
05-07-1998 to 09-07-1998,0,
06-07-1998 to 10-07-1998,0,
07-07-1998 to 11-07-1998,0,
08-07-1998 to 12-07-1998,0,
09-07-1998 to 13-07-1998,0,
10-07-1998 to 14-07-1998,0,
11-07-1998 to 15-07-1998,0,
12-07-1998 to 16-07-1998,0,
13-07-1998 to 17-07-1998,0,
14-07-1998 to 18-07-1998,0,
15-07-1998 to 19-07-1998,0,
16-07-1998 to 20-07-1998,0,
17-07-1998 to 21-07-1998,0,
18-07-1998 to 22-07-1998,0,
19-07-1998 to 23-07-1998,0,
20-07-1998 to 24-07-1998,1,
21-07-1998 to 25-07-1998,0,
22-07-1998 to 26-07-1998,0,
24-07-1998 to 28-07-1998,0,
25-07-1998 to 29-07-1998,0,
26-07-1998 to 30-07-1998,0,
27-07-1998 to 31-07-1998,0,
28-07-1998 to 01-08-1998,0,
29-07-1998 to 02-08-1998,0,
30-07-1998 to 03-08-1998,0,
31-07-1998 to 04-08-1998,0,
01-08-1998 to 05-08-1998,1,
02-08-1998 to 06-08-1998,1,
03-08-1998 to 07-08-1998,1,
04-08-1998 to 08-08-1998,1,
05-08-1998 to 09-08-1998,1,
06-08-1998 to 10-08-1998,1,
07-08-1998 to 11-08-1998,1,
08-08-1998 to 12-08-1998,0,
09-08-1998 to 13-08-1998,0,
10-08-1998 to 14-08-1998,0,
11-08-1998 to 15-08-1998,0,
13-08-1998 to 17-08-1998,0,
14-08-1998 to 18-08-1998,0,
15-08-1998 to 19-08-1998,0,
16-08-1998 to 20-08-1998,0,
17-08-1998 to 21-08-1998,0,
18-08-1998 to 22-08-1998,0,
19-08-1998 to 23-08-1998,0,
20-08-1998 to 24-08-1998,0,
21-08-1998 to 25-08-1998,0,
22-08-1998 to 26-08-1998,0,
23-08-1998 to 27-08-1998,0,
24-08-1998 to 28-08-1998,0,
25-08-1998 to 29-08-1998,0,
26-08-1998 to 30-08-1998,0,
27-08-1998 to 31-08-1998,1,
01-06-1999 to 05-06-1999,0,
02-06-1999 to 06-06-1999,0,
03-06-1999 to 07-06-1999,0,
04-06-1999 to 08-06-1999,0,
05-06-1999 to 09-06-1999,0,
06-06-1999 to 10-06-1999,0,
07-06-1999 to 11-06-1999,1,
08-06-1999 to 12-06-1999,1,
10-06-1999 to 14-06-1999,1,
11-06-1999 to 15-06-1999,1,
12-06-1999 to 16-06-1999,1,
13-06-1999 to 17-06-1999,0,
14-06-1999 to 18-06-1999,0,
15-06-1999 to 19-06-1999,0,
16-06-1999 to 20-06-1999,0,
17-06-1999 to 21-06-1999,0,
18-06-1999 to 22-06-1999,0,
19-06-1999 to 23-06-1999,0,
20-06-1999 to 24-06-1999,0,
21-06-1999 to 25-06-1999,0,
22-06-1999 to 26-06-1999,0,
23-06-1999 to 27-06-1999,0,
24-06-1999 to 28-06-1999,1,
25-06-1999 to 29-06-1999,1,
26-06-1999 to 30-06-1999,1,
27-06-1999 to 01-07-1999,0,
28-06-1999 to 02-07-1999,0,
29-06-1999 to 03-07-1999,0,
01-07-1999 to 05-07-1999,0,
02-07-1999 to 06-07-1999,0,
03-07-1999 to 07-07-1999,0,
04-07-1999 to 08-07-1999,0,
05-07-1999 to 09-07-1999,1,
06-07-1999 to 10-07-1999,1,
07-07-1999 to 11-07-1999,1,
08-07-1999 to 12-07-1999,1,
09-07-1999 to 13-07-1999,0,
10-07-1999 to 14-07-1999,0,
11-07-1999 to 15-07-1999,0,
12-07-1999 to 16-07-1999,0,
13-07-1999 to 17-07-1999,0,
14-07-1999 to 18-07-1999,0,
15-07-1999 to 19-07-1999,0,
16-07-1999 to 20-07-1999,0,
17-07-1999 to 21-07-1999,0,
18-07-1999 to 22-07-1999,0,
19-07-1999 to 23-07-1999,0,
20-07-1999 to 24-07-1999,0,
22-07-1999 to 26-07-1999,0,
23-07-1999 to 27-07-1999,0,
24-07-1999 to 28-07-1999,0,
25-07-1999 to 29-07-1999,0,
26-07-1999 to 30-07-1999,0,
27-07-1999 to 31-07-1999,0,
28-07-1999 to 01-08-1999,0,
29-07-1999 to 02-08-1999,0,
30-07-1999 to 03-08-1999,0,
31-07-1999 to 04-08-1999,0,
01-08-1999 to 05-08-1999,0,
02-08-1999 to 06-08-1999,0,
03-08-1999 to 07-08-1999,0,
04-08-1999 to 08-08-1999,0,
05-08-1999 to 09-08-1999,0,
06-08-1999 to 10-08-1999,0,
07-08-1999 to 11-08-1999,0,
08-08-1999 to 12-08-1999,0,
09-08-1999 to 13-08-1999,0,
10-08-1999 to 14-08-1999,0,
12-08-1999 to 16-08-1999,0,
13-08-1999 to 17-08-1999,0,
14-08-1999 to 18-08-1999,0,
15-08-1999 to 19-08-1999,0,
16-08-1999 to 20-08-1999,0,
17-08-1999 to 21-08-1999,0,
18-08-1999 to 22-08-1999,0,
19-08-1999 to 23-08-1999,0,
20-08-1999 to 24-08-1999,0,
21-08-1999 to 25-08-1999,0,
22-08-1999 to 26-08-1999,0,
23-08-1999 to 27-08-1999,0,
24-08-1999 to 28-08-1999,0,
25-08-1999 to 29-08-1999,0,
26-08-1999 to 30-08-1999,0,
27-08-1999 to 31-08-1999,0,
28-08-1999 to 01-06-2000,0,
29-08-1999 to 02-06-2000,0,
30-08-1999 to 03-06-2000,0,
31-08-1999 to 04-06-2000,0,
01-06-2000 to 05-06-2000,0,
02-06-2000 to 06-06-2000,0,
03-06-2000 to 07-06-2000,0,
04-06-2000 to 08-06-2000,0,
06-06-2000 to 10-06-2000,0,
07-06-2000 to 11-06-2000,0,
08-06-2000 to 12-06-2000,0,
09-06-2000 to 13-06-2000,0,
10-06-2000 to 14-06-2000,1,
11-06-2000 to 15-06-2000,0,
12-06-2000 to 16-06-2000,0,
13-06-2000 to 17-06-2000,0,
14-06-2000 to 18-06-2000,0,
15-06-2000 to 19-06-2000,0,
16-06-2000 to 20-06-2000,0,
17-06-2000 to 21-06-2000,0,
18-06-2000 to 22-06-2000,0,
19-06-2000 to 23-06-2000,0,
20-06-2000 to 24-06-2000,0,
21-06-2000 to 25-06-2000,0,
22-06-2000 to 26-06-2000,0,
23-06-2000 to 27-06-2000,0,
24-06-2000 to 28-06-2000,0,
25-06-2000 to 29-06-2000,0,
26-06-2000 to 30-06-2000,0,
28-06-2000 to 02-07-2000,1,
29-06-2000 to 03-07-2000,0,
30-06-2000 to 04-07-2000,0,
01-07-2000 to 05-07-2000,0,
02-07-2000 to 06-07-2000,0,
03-07-2000 to 07-07-2000,0,
04-07-2000 to 08-07-2000,0,
05-07-2000 to 09-07-2000,0,
06-07-2000 to 10-07-2000,0,
07-07-2000 to 11-07-2000,0,
08-07-2000 to 12-07-2000,0,
09-07-2000 to 13-07-2000,0,
10-07-2000 to 14-07-2000,0,
11-07-2000 to 15-07-2000,0,
12-07-2000 to 16-07-2000,0,
13-07-2000 to 17-07-2000,0,
14-07-2000 to 18-07-2000,0,
15-07-2000 to 19-07-2000,0,
16-07-2000 to 20-07-2000,1,
17-07-2000 to 21-07-2000,1,
18-07-2000 to 22-07-2000,1,
20-07-2000 to 24-07-2000,1,
21-07-2000 to 25-07-2000,1,
22-07-2000 to 26-07-2000,1,
23-07-2000 to 27-07-2000,0,
24-07-2000 to 28-07-2000,0,
25-07-2000 to 29-07-2000,0,
26-07-2000 to 30-07-2000,0,
27-07-2000 to 31-07-2000,0,
28-07-2000 to 01-08-2000,0,
29-07-2000 to 02-08-2000,0,
30-07-2000 to 03-08-2000,0,
31-07-2000 to 04-08-2000,0,
01-08-2000 to 05-08-2000,0,
02-08-2000 to 06-08-2000,0,
03-08-2000 to 07-08-2000,0,
04-08-2000 to 08-08-2000,0,
05-08-2000 to 09-08-2000,0,
06-08-2000 to 10-08-2000,0,
07-08-2000 to 11-08-2000,0,
08-08-2000 to 12-08-2000,0,
09-08-2000 to 13-08-2000,0,
11-08-2000 to 15-08-2000,0,
12-08-2000 to 16-08-2000,0,
13-08-2000 to 17-08-2000,0,
14-08-2000 to 18-08-2000,0,
15-08-2000 to 19-08-2000,0,
16-08-2000 to 20-08-2000,0,
17-08-2000 to 21-08-2000,0,
18-08-2000 to 22-08-2000,0,
19-08-2000 to 23-08-2000,0,
20-08-2000 to 24-08-2000,0,
21-08-2000 to 25-08-2000,0,
22-08-2000 to 26-08-2000,0,
23-08-2000 to 27-08-2000,0,
24-08-2000 to 28-08-2000,0,
25-08-2000 to 29-08-2000,1,
26-08-2000 to 30-08-2000,0,
27-08-2000 to 31-08-2000,0,
28-08-2000 to 01-06-2001,0,
29-08-2000 to 02-06-2001,0,
30-08-2000 to 03-06-2001,0,
31-08-2000 to 04-06-2001,0,
02-06-2001 to 06-06-2001,0,
03-06-2001 to 07-06-2001,0,
04-06-2001 to 08-06-2001,0,
05-06-2001 to 09-06-2001,0,
06-06-2001 to 10-06-2001,0,
07-06-2001 to 11-06-2001,0,
08-06-2001 to 12-06-2001,0,
09-06-2001 to 13-06-2001,0,
10-06-2001 to 14-06-2001,0,
11-06-2001 to 15-06-2001,0,
12-06-2001 to 16-06-2001,0,
13-06-2001 to 17-06-2001,0,
14-06-2001 to 18-06-2001,0,
15-06-2001 to 19-06-2001,0,
16-06-2001 to 20-06-2001,0,
17-06-2001 to 21-06-2001,0,
18-06-2001 to 22-06-2001,0,
19-06-2001 to 23-06-2001,1,
20-06-2001 to 24-06-2001,1,
21-06-2001 to 25-06-2001,1,
22-06-2001 to 26-06-2001,0,
23-06-2001 to 27-06-2001,0,
25-06-2001 to 29-06-2001,0,
26-06-2001 to 30-06-2001,0,
27-06-2001 to 01-07-2001,0,
28-06-2001 to 02-07-2001,0,
29-06-2001 to 03-07-2001,0,
30-06-2001 to 04-07-2001,0,
01-07-2001 to 05-07-2001,1,
02-07-2001 to 06-07-2001,1,
03-07-2001 to 07-07-2001,0,
04-07-2001 to 08-07-2001,0,
05-07-2001 to 09-07-2001,0,
06-07-2001 to 10-07-2001,0,
07-07-2001 to 11-07-2001,0,
08-07-2001 to 12-07-2001,0,
09-07-2001 to 13-07-2001,0,
10-07-2001 to 14-07-2001,0,
11-07-2001 to 15-07-2001,0,
12-07-2001 to 16-07-2001,0,
13-07-2001 to 17-07-2001,0,
14-07-2001 to 18-07-2001,0,
15-07-2001 to 19-07-2001,0,
16-07-2001 to 20-07-2001,0,
18-07-2001 to 22-07-2001,0,
19-07-2001 to 23-07-2001,0,
20-07-2001 to 24-07-2001,0,
21-07-2001 to 25-07-2001,0,
22-07-2001 to 26-07-2001,1,
23-07-2001 to 27-07-2001,0,
24-07-2001 to 28-07-2001,0,
25-07-2001 to 29-07-2001,0,
26-07-2001 to 30-07-2001,0,
27-07-2001 to 31-07-2001,0,
28-07-2001 to 01-08-2001,1,
29-07-2001 to 02-08-2001,0,
30-07-2001 to 03-08-2001,0,
31-07-2001 to 04-08-2001,0,
01-08-2001 to 05-08-2001,0,
02-08-2001 to 06-08-2001,0,
03-08-2001 to 07-08-2001,0,
04-08-2001 to 08-08-2001,0,
05-08-2001 to 09-08-2001,0,
06-08-2001 to 10-08-2001,0,
07-08-2001 to 11-08-2001,0,
08-08-2001 to 12-08-2001,0,
10-08-2001 to 14-08-2001,0,
11-08-2001 to 15-08-2001,0,
12-08-2001 to 16-08-2001,0,
13-08-2001 to 17-08-2001,0,
14-08-2001 to 18-08-2001,0,
15-08-2001 to 19-08-2001,1,
16-08-2001 to 20-08-2001,1,
17-08-2001 to 21-08-2001,1,
18-08-2001 to 22-08-2001,1,
19-08-2001 to 23-08-2001,1,
20-08-2001 to 24-08-2001,1,
21-08-2001 to 25-08-2001,1,
22-08-2001 to 26-08-2001,1,
23-08-2001 to 27-08-2001,0,
24-08-2001 to 28-08-2001,0,
25-08-2001 to 29-08-2001,0,
26-08-2001 to 30-08-2001,0,
27-08-2001 to 31-08-2001,0,
29-08-2001 to 02-06-2002,0,
30-08-2001 to 03-06-2002,0,
31-08-2001 to 04-06-2002,0,
01-06-2002 to 05-06-2002,0,
02-06-2002 to 06-06-2002,0,
03-06-2002 to 07-06-2002,0,
04-06-2002 to 08-06-2002,0,
05-06-2002 to 09-06-2002,1,
06-06-2002 to 10-06-2002,1,
07-06-2002 to 11-06-2002,1,
08-06-2002 to 12-06-2002,0,
09-06-2002 to 13-06-2002,0,
10-06-2002 to 14-06-2002,0,
11-06-2002 to 15-06-2002,0,
12-06-2002 to 16-06-2002,0,
13-06-2002 to 17-06-2002,0,
14-06-2002 to 18-06-2002,0,
15-06-2002 to 19-06-2002,0,
16-06-2002 to 20-06-2002,0,
17-06-2002 to 21-06-2002,1,
18-06-2002 to 22-06-2002,1,
19-06-2002 to 23-06-2002,1,
20-06-2002 to 24-06-2002,0,
22-06-2002 to 26-06-2002,0,
23-06-2002 to 27-06-2002,0,
24-06-2002 to 28-06-2002,0,
25-06-2002 to 29-06-2002,0,
26-06-2002 to 30-06-2002,0,
27-06-2002 to 01-07-2002,0,
28-06-2002 to 02-07-2002,0,
29-06-2002 to 03-07-2002,0,
30-06-2002 to 04-07-2002,0,
01-07-2002 to 05-07-2002,0,
02-07-2002 to 06-07-2002,0,
03-07-2002 to 07-07-2002,0,
04-07-2002 to 08-07-2002,0,
05-07-2002 to 09-07-2002,0,
06-07-2002 to 10-07-2002,0,
07-07-2002 to 11-07-2002,0,
08-07-2002 to 12-07-2002,0,
09-07-2002 to 13-07-2002,1,
10-07-2002 to 14-07-2002,1,
11-07-2002 to 15-07-2002,1,
12-07-2002 to 16-07-2002,0,
13-07-2002 to 17-07-2002,0,
14-07-2002 to 18-07-2002,0,
16-07-2002 to 20-07-2002,0,
17-07-2002 to 21-07-2002,0,
18-07-2002 to 22-07-2002,0,
19-07-2002 to 23-07-2002,0,
20-07-2002 to 24-07-2002,0,
21-07-2002 to 25-07-2002,0,
22-07-2002 to 26-07-2002,0,
23-07-2002 to 27-07-2002,0,
24-07-2002 to 28-07-2002,0,
25-07-2002 to 29-07-2002,0,
26-07-2002 to 30-07-2002,0,
27-07-2002 to 31-07-2002,1,
28-07-2002 to 01-08-2002,1,
29-07-2002 to 02-08-2002,1,
30-07-2002 to 03-08-2002,1,
31-07-2002 to 04-08-2002,1,
01-08-2002 to 05-08-2002,1,
02-08-2002 to 06-08-2002,1,
03-08-2002 to 07-08-2002,1,
04-08-2002 to 08-08-2002,0,
05-08-2002 to 09-08-2002,0,
06-08-2002 to 10-08-2002,0,
07-08-2002 to 11-08-2002,0,
09-08-2002 to 13-08-2002,0,
10-08-2002 to 14-08-2002,0,
11-08-2002 to 15-08-2002,0,
12-08-2002 to 16-08-2002,0,
13-08-2002 to 17-08-2002,0,
14-08-2002 to 18-08-2002,1,
15-08-2002 to 19-08-2002,1,
16-08-2002 to 20-08-2002,1,
17-08-2002 to 21-08-2002,1,
18-08-2002 to 22-08-2002,1,
19-08-2002 to 23-08-2002,1,
20-08-2002 to 24-08-2002,1,
21-08-2002 to 25-08-2002,1,
22-08-2002 to 26-08-2002,1,
23-08-2002 to 27-08-2002,1,
25-08-2002 to 29-08-2002,0,
26-08-2002 to 30-08-2002,0,
27-08-2002 to 31-08-2002,0,
28-08-2002 to 01-06-2003,0,
29-08-2002 to 02-06-2003,0,
30-08-2002 to 03-06-2003,0,
31-08-2002 to 04-06-2003,0,
01-06-2003 to 05-06-2003,0,
02-06-2003 to 06-06-2003,0,
03-06-2003 to 07-06-2003,1,
04-06-2003 to 08-06-2003,1,
05-06-2003 to 09-06-2003,1,
06-06-2003 to 10-06-2003,1,
07-06-2003 to 11-06-2003,1,
08-06-2003 to 12-06-2003,1,
09-06-2003 to 13-06-2003,1,
10-06-2003 to 14-06-2003,1,
11-06-2003 to 15-06-2003,0,
12-06-2003 to 16-06-2003,0,
13-06-2003 to 17-06-2003,0,
14-06-2003 to 18-06-2003,0,
15-06-2003 to 19-06-2003,0,
16-06-2003 to 20-06-2003,0,
17-06-2003 to 21-06-2003,0,
19-06-2003 to 23-06-2003,0,
20-06-2003 to 24-06-2003,0,
21-06-2003 to 25-06-2003,0,
22-06-2003 to 26-06-2003,0,
23-06-2003 to 27-06-2003,0,
24-06-2003 to 28-06-2003,0,
25-06-2003 to 29-06-2003,1,
26-06-2003 to 30-06-2003,1,
27-06-2003 to 01-07-2003,1,
28-06-2003 to 02-07-2003,0,
29-06-2003 to 03-07-2003,0,
30-06-2003 to 04-07-2003,0,
01-07-2003 to 05-07-2003,0,
02-07-2003 to 06-07-2003,0,
03-07-2003 to 07-07-2003,0,
04-07-2003 to 08-07-2003,0,
05-07-2003 to 09-07-2003,0,
06-07-2003 to 10-07-2003,0,
07-07-2003 to 11-07-2003,0,
08-07-2003 to 12-07-2003,0,
09-07-2003 to 13-07-2003,0,
10-07-2003 to 14-07-2003,0,
11-07-2003 to 15-07-2003,0,
12-07-2003 to 16-07-2003,0,
13-07-2003 to 17-07-2003,1,
14-07-2003 to 18-07-2003,1,
15-07-2003 to 19-07-2003,1,
16-07-2003 to 20-07-2003,1,
17-07-2003 to 21-07-2003,1,
18-07-2003 to 22-07-2003,1,
19-07-2003 to 23-07-2003,0,
20-07-2003 to 24-07-2003,0,
21-07-2003 to 25-07-2003,0,
22-07-2003 to 26-07-2003,0,
23-07-2003 to 27-07-2003,0,
24-07-2003 to 28-07-2003,0,
25-07-2003 to 29-07-2003,0,
26-07-2003 to 30-07-2003,1,
27-07-2003 to 31-07-2003,1,
28-07-2003 to 01-08-2003,1,
29-07-2003 to 02-08-2003,1,
30-07-2003 to 03-08-2003,1,
31-07-2003 to 04-08-2003,1,
01-08-2003 to 05-08-2003,1,
02-08-2003 to 06-08-2003,1,
03-08-2003 to 07-08-2003,1,
04-08-2003 to 08-08-2003,1,
05-08-2003 to 09-08-2003,1,
06-08-2003 to 10-08-2003,1,
08-08-2003 to 12-08-2003,1,
09-08-2003 to 13-08-2003,0,
10-08-2003 to 14-08-2003,0,
11-08-2003 to 15-08-2003,0,
12-08-2003 to 16-08-2003,0,
13-08-2003 to 17-08-2003,0,
14-08-2003 to 18-08-2003,0,
15-08-2003 to 19-08-2003,0,
16-08-2003 to 20-08-2003,0,
17-08-2003 to 21-08-2003,0,
18-08-2003 to 22-08-2003,0,
19-08-2003 to 23-08-2003,0,
21-08-2003 to 25-08-2003,0,
22-08-2003 to 26-08-2003,0,
23-08-2003 to 27-08-2003,0,
24-08-2003 to 28-08-2003,0,
25-08-2003 to 29-08-2003,0,
26-08-2003 to 30-08-2003,0,
27-08-2003 to 31-08-2003,0,
28-08-2003 to 01-06-2004,0,
29-08-2003 to 02-06-2004,0,
30-08-2003 to 03-06-2004,0,
31-08-2003 to 04-06-2004,0,
01-06-2004 to 05-06-2004,0,
02-06-2004 to 06-06-2004,0,
03-06-2004 to 07-06-2004,0,
04-06-2004 to 08-06-2004,0,
05-06-2004 to 09-06-2004,0,
06-06-2004 to 10-06-2004,0,
07-06-2004 to 11-06-2004,0,
08-06-2004 to 12-06-2004,0,
09-06-2004 to 13-06-2004,0,
10-06-2004 to 14-06-2004,0,
11-06-2004 to 15-06-2004,0,
12-06-2004 to 16-06-2004,0,
13-06-2004 to 17-06-2004,0,
14-06-2004 to 18-06-2004,0,
16-06-2004 to 20-06-2004,0,
17-06-2004 to 21-06-2004,0,
18-06-2004 to 22-06-2004,0,
19-06-2004 to 23-06-2004,0,
20-06-2004 to 24-06-2004,0,
21-06-2004 to 25-06-2004,0,
22-06-2004 to 26-06-2004,0,
23-06-2004 to 27-06-2004,0,
24-06-2004 to 28-06-2004,0,
25-06-2004 to 29-06-2004,0,
26-06-2004 to 30-06-2004,0,
27-06-2004 to 01-07-2004,0,
28-06-2004 to 02-07-2004,0,
29-06-2004 to 03-07-2004,0,
30-06-2004 to 04-07-2004,0,
01-07-2004 to 05-07-2004,0,
